A,B,C,beta_idx,beta,rel_error
200,10,100,185,0.9296482412060302,15.243433792834903
200,10,100,186,0.9346733668341709,6.476734631518588
200,10,100,187,0.9396984924623115,8.693606277556224
200,10,100,188,0.9447236180904522,5.037423250927831
200,10,100,189,0.949748743718593,10.50365352764616
200,10,100,190,0.9547738693467337,5.6768736405383216
200,10,100,191,0.9597989949748744,4.309628605676139
200,10,100,192,0.964824120603015,9.662342928072885
200,10,100,193,0.9698492462311558,4.839732297907125
200,10,100,194,0.9748743718592965,8.30358159944818
200,10,100,195,0.9798994974874372,4.140684334489407
200,10,100,196,0.9849246231155779,12.963242901922316
200,10,100,197,0.9899497487437187,7.695662122169735
200,10,100,198,0.9949748743718593,5.235605945194434
200,10,100,199,1.0,3.464400564905417
200,10,200,0,0.0,
200,10,200,1,0.005025125628140704,0.16675775580329388
200,10,200,2,0.010050251256281407,0.3589936900574481
200,10,200,3,0.01507537688442211,0.5595993376443086
200,10,200,4,0.020100502512562814,0.7860870173232275
200,10,200,5,0.02512562814070352,1.0453485055572267
200,10,200,6,0.03015075376884422,1.3105921061994903
200,10,200,7,0.035175879396984924,1.6100317855866777
200,10,200,8,0.04020100502512563,1.8846878416472603
200,10,200,9,0.04522613065326633,2.2449800966276006
200,10,200,10,0.05025125628140704,2.685298235766483
200,10,200,11,0.05527638190954774,2.902855192464625
200,10,200,12,0.06030150753768844,3.324709216797909
200,10,200,13,0.06532663316582915,3.4875877373607587
200,10,200,14,0.07035175879396985,3.984370468429754
200,10,200,15,0.07537688442211056,4.373298279003979
200,10,200,16,0.08040201005025126,4.8382356795379255
200,10,200,17,0.08542713567839195,4.778043366475318
200,10,200,18,0.09045226130653267,5.187110191004635
200,10,200,19,0.09547738693467336,5.496122446225339
200,10,200,20,0.10050251256281408,6.114220468201435
200,10,200,21,0.10552763819095477,6.585035648792131
200,10,200,22,0.11055276381909548,6.655411623335433
200,10,200,23,0.11557788944723618,7.249172107576073
200,10,200,24,0.12060301507537688,7.300321179401515
200,10,200,25,0.12562814070351758,6.360022432300701
200,10,200,26,0.1306532663316583,7.02994307258602
200,10,200,27,0.135678391959799,7.7367610922765175
200,10,200,28,0.1407035175879397,7.544683818462591
200,10,200,29,0.1457286432160804,9.079522337728477
200,10,200,30,0.15075376884422112,6.332006461409013
200,10,200,31,0.15577889447236182,7.10349665307946
200,10,200,32,0.16080402010050251,6.520500559591676
200,10,200,33,0.1658291457286432,6.32053793712315
200,10,200,34,0.1708542713567839,9.215946077383428
200,10,200,35,0.17587939698492464,12.272026070210114
200,10,200,36,0.18090452261306533,8.4876322851639
200,10,200,37,0.18592964824120603,6.800472200546242
200,10,200,38,0.19095477386934673,6.8722328974730225
